Title,Sentiment
बर्लिनाले ट्यालेन्ट'मा छानिइन् अभिनेत्री गौमाया ,positive
"काबुलमा विस्फोट : २ जनाको मृत्यु, १२ घाइते",negative
बुबाहरूमा समर्पित 'गाउँ आएको बाटो',positive
अतिक्रमित जग्गा फिर्ता लिन गृहको सर्कुलर,positive
सरकारमा हुँदा भ्रष्टाचार र राष्ट्रिय सम्पत्ति दोहन गर्ने प्रवृत्तिविरुद्ध संघर्ष गरेका थियौं : पुन,positive
नागरिक समाजका अगुवाहरूको आग्रह- ‘विश्वविद्यालयमा हस्तक्षेप नगर्ने संकल्प गर’,neutral
काममा ढिलासुस्ती आएपछि घिसिङको निर्देशन,negative
"विदेशी मुद्रा सञ्चितिमा फेरि नयाँ रेकर्ड, पुससम्म १८ खर्ब १६ अर्ब पुग्यो",positive
पाकिस्तानमा चर्कियो विद्यार्थीको प्रदर्शन,negative
सन् २०१२ मा आजकै दिन : द्रविडको संन्यास ,neutral
दोलखाका आशिषलाई चेस उपाधि,positive
देशभर मौसम सफा रहने विभागको पूर्वानुमान,positive
मयूर नाच जोगाउँदै युवा,positive
कर्मा ब्यान्डको कहाँ होला घरबार...,neutral
द रेड सुटकेस'को ओटीटी अधिकार एचबीओलाई,positive
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,positive
हावाहुरीले काठमाडौंमा अवतरण हुन नसकेर डाइभर्ट भए ६ वटा आन्तरिक उडान,negative
ओलम्पिक डेको कार्यक्रम सुरु ,neutral
सहाना स्मृति महिला हक्की : आर्मी विजयी,positive
भलिबलमा एन्जल्स हार्ट र मानसिंह च्याम्पियन  ,positive
नेपाल अन्तर्राष्ट्रिय बाल-चलचित्र महोत्सव हुने,neutral
हनामीलाई तिलौराकोट गोल्डकप ,positive
एमालेबाट पौडेलद्वयबाहेक गत वर्ष दुई महिना मन्त्री बन्नेहरू नै दोहोरिने,neutral
आन्दोलनको तयारीमा कास्कीका सहकारीपीडित,negative
बास्केटबल फाइनलमा सेब र एन्जल्स हार्ट,negative
मैले मन्त्री भएपछि यो पितृसत्तात्मक समाज नै हो भनेर महसुस गरेँ : मन्त्री चौधरी,positive
उपप्रधानमन्त्रीलाई शान्ति सन्देश हस्तान्तरण,positive
राष्ट्रपति रनिङ सिल्डमा ६ सय ८६ खेलाडी,positive
दक्षिण अफ्रिकामाथि न्युजिल्यान्डको ठूलो अग्रता,neutral
प्रहरी बढुवा प्रणालीलाई अनुमानयोग्य बनाइने,positive
सीएसकेलाई हराउँदै आरसीबी प्ले-अफमा,positive
सहकारी ठगीमा संसदीय छानबिन समिति नबनाए सदन अवरुद्ध गर्ने कांग्रेसको चेतावनी,negative
दयाहाङ भन्छन् : सुरु-सुरुमा तिमी अभिनयका लागि ठीक छैनौसमेत भने ,neutral
धनुषा जिल्ला लिग फुटबल सुरु,neutral
सभामुख र पटक-पटक मन्त्री छँदा नै महराको साँठगाँठ सुन तस्करसँग,negative
निर्मलको ‘हारजित’ सार्वजनिक,neutral
कभर्डहलमा फुल कन्ट्याक्ट कराते सुरु,neutral
नागरिक अगुवाको अपिल : ‘विश्वविद्यालयमा राजनीतिक हस्तक्षेप नगर्ने संकल्प गर',neutral
‘सी’ डिभिजन : तेस्रो चरणको समाप्तिमा पुल्चोक र आरसी–३२ अगाडि,neutral
"रविलाई मन्त्रीबाट हटाउन कांग्रेसले सहकारी छानबिनको माग राखेको हो, यो मान्य हुँदैन : ओली",negative
"स्वर्णलक्ष्मी सहकारीपीडितको उजुरी दर्ता, एक अर्ब फिर्ताको माग",neutral
बारी बेचेर एल्बम निकालेका पंगेनी,positive
श्रमिकलाई अंग्रेजी भाषा अनिवार्य गर्नेसम्बन्धी कार्यविधि खारेज,neutral
कान्तिपुरमा नक्कली भुटानी शरणार्थी प्रकरणको उत्खनन गर्ने पत्रकार भट्टराई र दाहाललाई 'बारबरा खोजी पत्रकारिता पुरस्कार',positive
प्रधानमन्त्रीलाई पनि कांग्रेससँग मिलेर सरकार ढाल्दैछन् भन्ने भ्रममा पारियो : अध्यक्ष यादव,negative
उत्तर कोरियाको भ्रमणमा जाँदै पुटिन,neutral
 चार एसएसपीलाई डीआइजीमा बढुवा सिफारिस,positive
मलेसियालाई हराएर जोर्डन समूहको शीर्षमा,positive
अनिशले जिते प्रधानसेनापति म्याराथन,positive
धावनमार्गको पिच उप्किएपछि झन्डै १ घण्टा त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल बन्द,negative
चैतदेखि कौशीमा 'उबुर उबुर टिक्की',neutral
इंग्लिस प्रिमियर लिग : सिटी लगातार चौथो उपाधिनजिक,positive
मन्त्रिपरिषद् बैठकद्वारा लगानी सम्मेलन लक्षित अध्यादेश सिफारिस,positive
कुञ्जमा 'म्यारिज प्रपोजल',positive
मानव तस्करमार्फत अमेरिका पुगेका युवाको हिरासतमै मृत्यु,negative
न्युजिल्यान्डले जित्यो वुमेन्स ट्वान्टी-२० विश्वकपको उपाधि,positive
सरकारले संसद्‌मा बलमिच्याइँ र तानाशाही प्रबृत्ति देखायो : कांग्रेस,negative
पुष्पलाल स्मृति ब्याडमिन्टन,neutral
रोहितको शतकमा वेस्ट इन्डिज ‘ए’ माथि नेपालको सानदार जित,positive
"इलाममा ६०, बझाङमा ४९ प्रतिशत मतदान",neutral
इंग्लिस प्रिमियर लिग : बर्नली पर्‍यो रेलिगेसनमा,negative
मलेसियामा स्वर्ण जितेर फर्किएका खत्रीलाई रोल्पामा सम्मान,positive
शैक्षिक ‘कार्यतालिका’ प्रभावकारी तवरले कार्यान्वयन हुनुपर्छ : प्रधानमन्त्री दाहाल,positive
विद्युतीय चुरोटमा प्रतिबन्ध लगाउने सरकारको तयारी,neutral
कानुनहरु छिटो निर्माण गरौं : पूर्वसभामुख घर्ती,positive
एफएकप : कभेन्ट्रीलाई टाइब्रेकरमा हराएर युनाइटेड फाइनलमा,positive
"सिन्धुपाल्चोकमा जन्ती बोकेको बस दुर्घटना, ३ जनाको मृत्यु [अपडेट]",negative
छठको अवसरमा कमलपोखरी र गुह्येश्‍वरी पुगेर राष्ट्रपतिले दिए अस्ताउँदो सूर्यलाई अर्घ्य,positive
झापामा प्रधानमन्त्री ओलीका २ दिन : रास्वपा सभापतिमाथि छेडखानीदेखि राजावादीलाई चेतावनी,negative
दसौं राष्ट्रिय खेलकुदका लागि ६० करोड,positive
प्रधानमन्त्री दाहाल- रुस चेम्बर्स अफ कमर्स एन्ड इन्डस्ट्रीका प्रतिनिधिमण्डलको भेट,positive
थाई एयरबाट आएकी भारतीय महिलाबाट ८५० ग्राम सुन बरामद,negative
नयाँ गठबन्धन सरकार बनेपछि बेइजिङबाट पहिलो नेपाल भ्रमण,positive
एपीएफलाई चौथो मिल्स गोल्डकप,positive
बुढासुब्बा गोल्डकप फाइनल आज : ढुक्क छन् एनआरटी र मोरङ,neutral
कंगना : क्विन अफ कन्ट्रोभर्सी,neutral
गठबन्धनलाई ४ वर्ष टिकाउने तयारीसाथ सरकारमा गएका हौं : एमाले,positive
अन्धकारमा सडक पूर्वाधार,negative
सन् १९९८ मा आजकै दिन : टाइटानिकलाई ११ विधामा अस्कर ,positive
करिब १ अर्ब बचत फिर्ता माग्दै स्वर्णलक्ष्मी सहकारीपीडितले दिए उजुरी,negative
सन् २०१४ को विश्वकप टिमलाई उपाधि ,positive
गायनमा ‘भर्सटायल’ अस्मिता,positive
"प्रधानमन्त्रीलाई घेराबन्दी भयो, कांग्रेसका अर्थमन्त्रीबाट सहयोग भएन : माओवादी",negative
कर्णालीमा मिस नेपाल अडिसन,positive
इंग्लिस प्रिमियर लिग : सेफिल्डमाथि आर्सनलको कीर्तिमान,positive
अन्वेषण र उद्यमशीलतामा विद्यार्थी,positive
केभिआर स्टेज रेस च्यालेन्जमा अशोक र माउन्टजोय विजयी,positive
‘लैंगिक पूर्वाग्रह नराख्ने तथ्यांक सिर्जना गर्ने अवसर छ’,positive
बालसाहित्यकार शान्तदास मानन्धर' म्युजिक भिडियो सार्वजनिक,positive
साल्ट ट्रेडिङले खुद्रा व्यापारीलाई समेत १० बोरा चिनी बेच्ने,positive
"ताक्लाकोटमा तमसुक, हिल्सा हुँदै तस्करी",negative
जब किरा बनेर मान्छे पर्दाअघि निस्किए...,neutral
हेराल्डका दुवै टोली प्रिक्वाटरफाइनलमा,neutral
जाँचबुझ आयोगले उठायो प्रश्न : सुन तस्करीमा संलग्न माओवादी र एमाले नेता अनुसन्धान बाहिरै,negative
इंग्ल्यान्डसँग ऐतिहासिक फुटबल खेल्न नेपाली राष्ट्रिय टोली लन्डनमा,positive
‘पेपरलेस’ प्रणालीबाट सुशासनको लक्ष्य हासिल गरौँ : प्रधानमन्त्री दाहाल,positive
विश्व युवा महोत्सवमा सहभागी हुने नेपालीलाई अभिमुखीकरण,positive
तराई मधेसमा आज होली मनाइँदै,positive
कोशी प्रदेश प्रथम राष्ट्रिय टी–२० क्रिकेट : उद्घाटन खेलमा घरेलु टिम विजयी,positive
सगरमाथामा हराइरहेका मंगोलियनको शव फेला,negative
गण्डकी प्रदेशका सभामुखको असंवैधानिक कार्यप्रति कांग्रेसको निन्दा र भर्त्सना,negative
संसद् बैठक ४ बजेका लागि सर्‍यो,neutral
रवि लामिछाने संसदीय छानबिन समिति बनाउन तयार हुनुहुन्छ : प्रधानमन्त्री,positive
पूर्वलडाकुलाई उपचार खर्च जुटाउन धौधौ ,negative
बास्केटबलमा आयोजक बीएनए विजयी,positive
बिमस्टेकको बडापत्र प्रतिनिधिसभामा प्रस्तुत,neutral
विश्वकपअघिको अवसर,positive
सन् १९७० मा आजकै दिन : ‘द बिटल्स’ को अन्तिम गीत,neutral
नेदरल्यान्ड्सलाई ६ विकेटले हराउँदै नेपाल फाइनलमा *,positive
कांग्रेसको अवरोधपछि प्रतिनिधिसभा बैठक स्थगित ,negative
गोरखाको साम्दोमा सशस्त्र प्रहरीको ‘बोर्डर आउट पोस्ट’ स्थापना,positive
शिक्षामा दलीय राजनीतिकरण अन्त्य गरेरै छोड्छु : शिक्षामन्त्री श्रेष्ठ,positive
चैत ७ देखि 'नेपाल–युरोपियन युनियन फिल्म फेस्टिभल २०२४',positive
महाँकालमा प्रकाश स्मृति भलिबल सुरु,neutral
ओलीको राजनीतिक प्रतिवेदन : गत निर्वाचनमा पपुलिस्टको उदय र दक्षिपन्थीको शक्तिविस्तार विवेचनीय,neutral
उपाध्यक्ष महरा पक्राउबारे माओवादीको पदाधिकारी बैठकमा छलफल,negative
नारायणी कला मन्दिरमा भरत नाट्यम,positive
नैनीताल जिप दुर्घटना : जो हाम फालेर जोगिए,negative
अलग धारका पुष्पण,neutral
बीपी स्मृति कप : साइक क्रिकेटर्स र नेक्सस–११ विजयी,positive
कुवेतमा सडक दुर्घटनामा परी ३ नेपालीले गुमाए ज्यान,negative
कास्की अदालतले भन्यो : जीबी राईको पासपोर्ट रद्द गर्न मिल्दैन,negative
राष्ट्रिय सभा अध्यक्षको निर्वाचनमा राष्ट्रिय जनमोर्चाले मतदान नगर्ने,neutral
तेह्र अर्ब आठ करोड अनुदान सहायता स्वीकृत गर्ने मन्त्रिपरिषद्को निर्णय,positive
इंग्लिस प्रिमियर लिग : टोटनहमलाई फुलहमको गम्भीर धक्का,negative
डेढ वर्ष प्रधानमन्त्री बन्ने प्रस्तावमा सही नगरेपछि लामिछानेबारे कांग्रेस रिसर्च गर्न लाग्यो : ओली,negative
"कान्तिपुर अध्यक्षलाई पक्राउ गरिएकामा प्रेससम्बन्धी अन्तर्राष्ट्रिय संस्थाहरूद्वारा भर्त्सना, रिहाइको माग",negative
नेपालले जित्यो एसियाली र्‍याफ्टिङमा स्वर्ण पदक,positive
बिल काटेको सबै महसुल असुल्छौं : कार्यकारी निर्देशक घिसिङ,positive
टीनाको स्कोरमा निम्स सेमिफाइनल यात्रा,positive
सन् २००२ मा आजकै दिन : सेरेनालाई फ्रेन्च ओपन,positive
बाँसबारी जग्गा हिनामिना प्रकरण : सांसद एवं उद्योगी विनोद चौधरीसँग बयान जारी,negative
इलाम-२ मा रास्वपा उम्मेदवार मिलन लिम्बू निकै पछाडि,negative
‘खामोसी’की मनीषा २८ वर्षपछि ‘हिरामन्डी’मा,positive
अल्लोको झोलामा बजेट !,negative
कक्षा १२ उत्तीर्ण विद्यार्थीले अब जनरल नर्सिङ पढ्न पाउने,positive
पत्राचार भएको ४ वर्षमा पनि लागू भएन लाइसेन्समा अंगदानको व्यवस्था,negative
भूपू गोर्खा सैनिकका विषयमा बेलायतसँग नेपालको अडान कायमै छ : परराष्ट्रमन्त्री साउद,neutral
भारतविरुद्ध श्रीलंकालाई २७ वर्षपछि वान डे सिरिज,positive
यसरी चुनिन्छन् राष्ट्रिय सभाका १९ सांसद,neutral
सांसद खड्काले १५ वर्षदेखि कब्जा गरेको स्काउटको जग्गा प्रशासनको नियन्त्रणमा,negative
इन्भेस्टमेन्ट मेगालाई इशान कप,neutral
पुरिएका संरचना उकास्दै कागबेनीका बाढीपीडित,neutral
जब किरा बनेर मान्छे पर्दाअघि निस्किए...,neutral
प्रधानमन्त्री कार्यालयद्वारा पाठ्यपुस्तक छपाइको अनुगमन,neutral
संवैधानिक परिषद् विधेयकमा सहमति,positive
जिल्लास्तरीय ए डिभिजन लिगको उपाधि देउराली क्लबलाई,positive
आईपीएल २०२४ : बटलरको शतकमा राजस्थानको रोमाञ्चक जित,positive
रेड सुटकेस' बनिरहेको फिल्मभन्दा फरक : सौगात मल्ल,neutral
ट्रेजरी बिलमार्फत सरकारले साढे १८ अर्ब आन्तरिक ऋण उठाउँदै,negative
नेदरल्यान्ड्सले दियो नेपाललाई जितका लागि १२१ रनको लक्ष्य,neutral
संसद् अवरोध नगर्नेबारे कांग्रेसबाट सकरात्मक कुरा आएको छ : कानुनमन्त्री गिरी,positive
दशरथ रंगशालामा रग्बी लिग हुने,positive
पाकिस्तानी दूतावासको विजयी सुरुवात,positive
नेपाल-इटाली द्विपक्षीय सम्बन्धलाई थप बलियो बनाउन जोड,positive
"लुम्बिनीको तराईमा अत्यधिक गर्मी, घरबाहिर ननिस्कन विभागको अनुरोध",negative
फाइनलमा नेदरल्यान्ड्सविरुद्ध नेपालको पहिला ब्याटिङ,neutral
जुम्ला साक्षर जिल्ला घोषणा,positive
कहाँ छन् राष्ट्रिय टिमका यी फुटबलर ?,neutral
रन वर्षा ‘इम्प्याक्ट सब्स्टिच्युट’ का कारण,neutral
छिमेकीले आफ्नो हित अनुभूत गर्ने सहकार्य चाहन्छौं : जयशंकर,positive
विश्वविद्यालयमा उपकुलपतिदेखि क्याम्पस प्रमुखसम्म मेरिट सिस्टम लागु हुनुपर्छ',positive
"रोहितको प्रयास ब्यर्थ, वेस्ट इन्डिज ‘ए’ को रोमाञ्चक जित",negative
कांग्रेस सांसदले दर्ता गराए सार्वजनिक पदधारण गरेकाको सम्पत्ति छानबिन गर्नुपर्ने प्रस्ताव,positive
कोलकाताको बेंगलुरुमाथि रोमाञ्चक जित,positive
ब्राइटनलाई हराएर आर्सनल शीर्षमा,positive
श्रममन्त्री अर्यालले भने : 'द रेड सुटकेस'ले भावुक बनायो ,positive
सन् १९१३ मा आजकै दिन : भारतमा पहिलो फिचर फिल्म,neutral
बुन्डेसलिगामा बायरको अपराजित यात्राको कीर्तिमान,positive
विपिन जोशीको रिहाइका लागि पहल गर्न कतारी अमिरलाई प्रधानमन्त्रीको आग्रह,neutral
‘रिमै’ का प्रकाश,neutral
सहकारी ठगहरूलाई कारबाही नगरेमा लोकतन्त्र र गणतन्त्रको कुनै औचित्य छैन : अध्यक्ष केसी,negative
नेपालमा लगानीको अध्ययन संयन्त्र बनाउन कतार तयार ,positive
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
"राष्ट्रिय टी–२० क्रिकेट : सुदूरपश्चिम सेमिफाइनल नजिक, एपीएफ संघर्षरत",neutral
प्लानिङ ब्वाइजको ह्याट्रिक उपाधि,positive
चर्च ब्वाइज झापा गोल्डकप च्याम्पियन,positive
निर्वाचित भएपछि पार्टी र कार्यकर्ता भुल्ने परिपाटी अन्त्य हुनुपर्छ : उपसभापति खड्का,neutral
"कार्यदलको बैठक : छानबिन समितिमा नाम किटान गर्नु नहुने सत्ता पक्षको जोड, मागबाट पछि नहट्ने कांग्रेसको अडान",neutral
मनसरा'को ट्रेलर सार्वजनिक,positive
"२० क्विन्टल ‘मरेको’ माछासहित गाडी बरामद, दुई व्यक्ति पक्राउ",negative
ट्रिपलजम्पमा आशिषले तोडे ३६ वर्षअघिको कीर्तिमान,positive
क्यानडासँगको अभ्यास खेलमा नेपाल पराजित,negative
सबै खेलाडी उत्तिकै बराबर,positive
राष्ट्रिय स्वतन्त्र पार्टीले प्रधानमन्त्री दाहाललाई विश्वासको मत दिने,positive
सशस्त्र र कुरुवाको भरमा हिल्सा,positive
तीन क्रिकेट रंगशालालाई राष्ट्रिय गौरवको आयोजनामा परिणत गरी निर्माण गर्छौं : प्रधानमन्त्री,positive
सगरमाथा आधार शिविरबाट जलवायु न्यायसम्बन्धी ७ बुँदे घोषणापत्र जारी,positive
कुटपिट र तोडफोडपछि केएमसीका डाक्टरहरु त्रसित,negative
बेलायतले ई-भिसा लागू गर्ने म्याद बढायो,neutral
पोखरा विमानस्थललाई चिनियाँ ऋणको पासो भनेर भ्रम फैलाइरहेका छन्',negative
फिल्म समीक्षा : ‘द रेड सुटकेस’मा रित्तो नेपाली समाज ,negative
"त्रिवि सेवा आयोगमा नेविसंघको ताला, पदाधिकारीलाई निषेध",negative
अर्थ मन्त्रालयद्वारा सर्तसहित दुग्ध विकास संस्थानमा ६० करोड रुपैयाँ ऋण लगानी गर्ने सहमति ,positive
नयाँ सरकारप्रति जनतामा कुनै उत्साह छैन : प्रवक्ता महत,negative
इलाममा गुञ्जदै नेपथ्य,neutral
विश्वकपमा हेर्नलायक पाँच ब्याटर,positive
बीएफसीको विजयी सुरुआत,positive
आयुष्नोभा बनिन् 'मिस इन्टरकन्टिनेन्टल नेपाल',positive
सरकार राहत र पुनर्निर्माणमा केन्द्रित भइसकेको छ : प्रधानमन्त्री दाहाल,positive
पढ्ने उमेरका बालबालिकालाई विद्यालयमा भर्ना गर्न प्रधानमन्त्रीको आह्वान,positive
सन् १९७५ मा आजकै दिन : जोलीको जन्म ,neutral
"हङकङविरुद्ध नेपालको सानदार बलिङ, मध्यम लक्ष्य पछ्याउँदै",positive
बैंकक एसियाडका पदकधारी सविता र किशोर सम्मानित,positive
ओपनहाइमर'ले जित्ला ओस्कर ?,positive
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
संविधान कार्यान्वयनका अवरोध पन्छाएर जनताका अधिकार सुनिश्चित गर्नु गठबन्धनको उद्देश्य : पुन,positive
शेरबहादुर खड्का राष्ट्रिय महिला भलिबल अर्को साता,neutral
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
महरासँग आज पनि बयान लिइँदै,neutral
बुबाको मार्गनिर्देशानुसार अघि बढ्छु : सांसद नेम्बाङ,positive
धनकुटालाई पराजित गर्दै बिर्तामोड भीमनारायण गोल्ड कपको फाइनलमा,positive
मूलपानी क्रिकेट मैदानको डिजाइन प्रस्तुत,neutral
सत्तारूढ गठबन्धनको न्यूनतम नीतिगत प्राथमिकता र साझा संकल्प सार्वजनिक,neutral
ओपनहाइमर'ले जित्ला ओस्कर ?,neutral
उपप्रधानमन्त्री खड्काद्वारा नेपाली सेनाको श्री नयाँ सबुज गण निरीक्षण,positive
कक्षा १० को एसईई खारेज नगर्न बोर्डको आग्रह,neutral
टी-१० क्रिकेट प्रतियोगिता : क्यान अनुबन्धित सबै खेलाडी र अम्पायर फिर्ता,negative
मदन भण्डारीलाई सुपरओभरमा जित,positive
थाइल्यान्डका लागि नवनियुक्त राजदूत वलीले लिए शपथ,neutral
सहकारी ठगीमा संलग्न नरहेको गृहमन्त्रीको प्रस्टीकरण,neutral
अमेरिकामा बन्यो छाउपडीमा आधारित 'भीआर फिल्म',positive
नेपाली क्रिकेट टोलीको नयाँ जर्सी सार्वजनिक,positive
हटडक्समा 'देवी'को वर्ल्ड प्रिमियर,positive
"‘मेरो नाममा कसले कारोबार गर्‍यो, मलाई जानकारी छैन’",negative
सहकारी ठगी प्रकरण : छानबिन समितिको कार्यादेशमा भएन दलहरूबीच सहमति,negative
"आजको मौसम : कतै हावाहुरी, कतै वर्षा",neutral
खराब नतिजा बिर्सेर अगाडि बढ्छौं : कप्तान पौडेल,positive
स्पेनमा पृथकतावादीलाई आममाफी दिने प्रस्तावित कानुनको विरोधमा प्रदर्शन,negative
पारदर्शीता र सुशासन एकअर्काका पूरक : राष्ट्रपति,positive
संकटग्रस्त सहकारी छानबिन गर्न संसदीय समिति बनाउने पक्षमा प्रधानमन्त्री,neutral
घरज्वाइँ'मा दया र मिरुनाको जोडी,neutral
‘खेल पत्रकारिता शोध र अनुसन्धानतिर केन्द्रित हुनुपर्छ’,neutral
प्रतिनिधिसभाको बैठक बुधबारसम्मका लागि स्थगित,neutral
‘ननस्टप’ रजनीकान्त,neutral
कान्तिपुर सहकारीका पूर्वअध्यक्ष सीबी लामा पक्राउ,negative
एपीएफको अपराजित यात्रा,positive
"पुल निर्माणको म्याद थप्दै, काम अलपत्र पार्दै",negative
प्रो ‘डेब्यु’ प्रतीक्षामा सुवास,neutral
टिकटक प्रतिबन्धविरुद्ध सर्वोच्चमा १० रिट,positive
"कोशी, मधेस र लुम्बिनी प्रदेशका तराई क्षेत्रमा हुरीबतासको चेतावनी",negative
"फाल्डो जुनियर गल्फ : सद्भाव, सिद्धान्त र आइन्स्टिनाको अग्रता",positive
बालगायक अशोक दर्जीको जीवनमा आधारित फिल्म बन्ने,positive
भारतीय मिश्राले जिते नेपाल एमेच्योर ओपन,negative
स्वास्थ्यमा यादवको दोस्रो कार्यकाल,neutral
मानवीय त्रुटिका कारण यति एयरलाइन्सको विमान दुर्घटना',negative
इलाममा गुञ्जदै नेपथ्य,positive
युरोपा लिग : लिभरपुलको चुनौती समाप्त,negative
बालमन्दिर जग्गा हिनामिना प्रकरण : रीता सिंह वैद्यसहित २० जनाविरुद्ध पक्राउ पुर्जी जारी,negative
सेमिकन्डक्टर चिप उत्पादनमा वर्चस्व कायम गर्ने भारतको लक्ष्य,neutral
मलेसियाविरुद्धको मैत्रीपूर्ण खेलमा नेपालको हार,negative
"सलबलाउँदै गैंडा सिकारी, निकुञ्जभित्रै निर्धक्क सिकार",negative
प्रधानमन्त्रीका भाइ गठबन्धनबाट राष्ट्रिय सभा अध्यक्षको  उम्मेदवार,negative
भाजपाको निमन्त्रणामा नेपालका ५ राजनीतिक दलका प्रतिनिधि भारत भ्रमणमा,neutral
आफ्नै धान बेच्न पनि शुल्क !,negative
श्रमिकको न्यूनतम पारिश्रमिक बृद्धि गर्न पहल गर्छौं : प्रधानमन्त्री ,positive
सूर्यदर्शन सहकारीका उपाध्यक्ष दर्लामी काठमाडौंबाट पक्राउ,negative
सन् १९७० मा आजकै दिन : ‘द बिटल्स’ को अन्तिम गीत,neutral
गुणराज र परिकालाई मुवाँथाइको स्वर्ण,positive
४ दिनदेखि हिरासतमा रहेका सिरोहिया अस्पताल भर्ना,negative
कम अनुभवी टिमको बहराइनसँग परीक्षा,negative
एसीसी प्रिमियर कप : टस हारेर ब्याटिङ गर्दै नेपाल,neutral
चेन्नईसँग कोलकाताको पहिलो हार,negative
भूकम्पका ४ दिन : पीडितसम्म पुगेन राहत,negative
बत्तिसपुतली हत्या प्रकरण : पक्राउ परेका चार नाबालक,negative
रिपुमर्दिनी क्वाटरफाइनल प्रवेश,positive
गाजामा अक्टुबर ७ यता मारिनेको संख्या ३० हजार नाघ्यो ,neutral
डेढ अर्ब लगानीको फ्रेन्च फ्राइज उद्योगले थाल्यो परीक्षण उत्पादन ,neutral
कोसेलीमा कोदो किन्छन् आन्तरिक पर्यटक,neutral
अमेरिकाको लयुस्टनमा अज्ञात बन्दुकधारीले गरे १६ को हत्या,negative
वेस्ट इन्डिज ‘ए’ विरुद्धको खेलमा नेपालले पहिला बलिङ गर्ने,neutral
महिला फुटबल टोलीलाई नगदसहित लोयल्टीको सम्मान ,positive
१९७४ एडीले खर्साङबाट कन्सर्ट सुरू गर्ने,positive
ट्रान्स हिमालय एड्भेन्चर : मोटोखानाका ऋषभ र अनुष्का विजयी,positive
गुल्जार सगरमाथा आधारशिविर,positive
प्रभावशाली आलिया र देव,positive
ला लिगा : रियल र बार्सिलाना दुवैको कठिन जित,positive
बन्द विमानस्थललाई सहासिक खेल पर्यटनमा प्रयोग गरिने,neutral
हामी पनि राष्ट्रिय राजनीतिको तमासा हेरिरहेका छौँ : अध्यक्ष नेपाल,negative
‘ट्रायथलनमा प्राविधिक सहयोग थप्छौं’,positive
एनएसकेए कराते हुने,positive
सन् २०१२ मा आजकै दिन : ‘गंगनम स्टाइल’ को भ्युज एक अर्ब,positive
विकास निर्माणको काम गर्न पूर्वाधार निर्माण कम्पनी बनाऔँ : मन्त्री गिरी,positive
"कांग्रेस केन्द्रीय कार्यसमिति बैठक सुरू, रोकियो प्रत्यक्ष प्रसारण",neutral
बालसाहित्यकार शान्तदास मानन्धर' म्युजिक भिडियो सार्वजनिक,positive
भ्यालेन्सियासँग रियलको बराबरी,positive
कंगना : क्विन अफ कन्ट्रोभर्सी,positive
कुषाण वंशकालीन अवशेष भेटियो,positive
जब किरा बनेर मान्छे पर्दाअघि निस्किए...,neutral
शिवपुरी जंगलमा भेटिएको किशोरीको शवबारे अझै फेला परेन ‘क्लु’,negative
खेल क्षेत्रको बजेट बढाउन जरुरी छ : प्रवक्ता महत,neutral
मनमौजी सडक खन्दा पहाडका अन्न भण्डार बाँझै,neutral
फाइनलमा नेदरल्यान्ड्सविरुद्ध नेपालको पहिला ब्याटिङ,neutral
संवैधानिक परिषद्ले सर्वसम्मत निर्णय गर्ने व्यवस्था गर्नुपर्छ : गृहमन्त्री लामिछाने,neutral
घरजग्गा कारोबारलाई व्यवस्थित गर्न कानुनी तथा संरचनागत सुधार गरिने,positive
सरकारको लक्ष्य 'सुखी नेपाली र समृद्ध नेपाल' नै हो : प्रधानमन्त्री दाहाल,positive
एस्टन भिल्लाविरुद्ध चेल्सीको बराबरी,neutral
"लुम्बिनी अन्तर्राष्ट्रिय म्याराथनको उपाधि पुनलाई, महिला हाफ म्याराथनमा श्रेष्ठ विजयी",positive
राष्ट्रिय कराते प्रतियोगिताको उपाधि आयोजकलाई,neutral
प्रदेश राजधानीबाहिर छैन पूर्वाधार,negative
‘स्वतन्त्र प्रेसलाई तर्साउन सिरोहियामाथि धरपकड’,negative
एक्साट्रेक लेजेण्ड कप : फाइनलमा पारस खड्का र विनाेद दासकाे टोली भिड्ने,neutral
"मोन्टाज', सम्बन्धको कोलाज",neutral
नरेन्द्र मोदी तेस्रो कार्यकालका लागि भारतको प्रधानमन्त्री नियुक्त,neutral
मेड इन नेपाल : १५ वटा होटल पुर्‍याउँदै सोल्टी,positive
शंकरनगर क्लब विजयी,positive
"महादेवाका अग्निपीडित भन्छन्- के खाने, के लाउने र कहाँ बस्ने ?",negative
सुदूरपश्चिममा सरकार गठनको आह्वान,neutral
